starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 16 19:19:15 2014	1402939155	0	411	411	411
Mon Jun 16 19:19:32 2014	1402939172	0	411	411	411
Mon Jun 16 19:19:00 2014	1402939140	0	411	412	411
Mon Jun 16 19:18:54 2014	1402939134	0	411	412	411
Mon Jun 16 19:19:07 2014	1402939147	0	412	412	411
Mon Jun 16 19:19:03 2014	1402939143	0	412	412	412
Mon Jun 16 19:19:20 2014	1402939160	0	412	412	412
Mon Jun 16 19:19:00 2014	1402939140	0	412	412	412
Mon Jun 16 19:19:32 2014	1402939172	0	412	412	412
Mon Jun 16 19:18:55 2014	1402939135	0	412	412	412
Mon Jun 16 19:19:28 2014	1402939168	0	412	412	412
Mon Jun 16 19:19:16 2014	1402939156	0	412	412	405
Mon Jun 16 19:19:24 2014	1402939164	0	412	412	412
Mon Jun 16 19:18:54 2014	1402939134	0	412	412	412
Mon Jun 16 19:19:28 2014	1402939168	0	412	412	412
Mon Jun 16 19:19:09 2014	1402939149	0	412	412	412
Mon Jun 16 19:19:30 2014	1402939170	0	412	412	412
Mon Jun 16 19:19:24 2014	1402939164	0	412	412	412
Mon Jun 16 19:19:32 2014	1402939172	0	412	412	412
Mon Jun 16 19:18:54 2014	1402939134	0	412	412	377
Mon Jun 16 19:19:07 2014	1402939147	0	412	412	412
Mon Jun 16 19:19:29 2014	1402939169	0	412	412	278
Mon Jun 16 19:19:18 2014	1402939158	0	412	412	412
Mon Jun 16 19:19:14 2014	1402939154	0	412	412	412
Mon Jun 16 19:19:29 2014	1402939169	0	412	412	412
Mon Jun 16 19:19:05 2014	1402939145	0	412	412	412
Mon Jun 16 19:19:05 2014	1402939145	0	412	412	412
Mon Jun 16 19:19:13 2014	1402939153	0	412	412	408
Mon Jun 16 19:19:01 2014	1402939141	0	412	412	412
Mon Jun 16 19:18:52 2014	1402939132	8	404	412	404
Mon Jun 16 19:19:01 2014	1402939141	0	412	412	345
Mon Jun 16 19:19:16 2014	1402939156	0	412	412	363
Mon Jun 16 19:19:17 2014	1402939157	0	412	412	412
Mon Jun 16 19:19:14 2014	1402939154	0	412	412	338
Mon Jun 16 19:18:57 2014	1402939137	0	412	412	391
Mon Jun 16 19:19:25 2014	1402939165	0	412	412	412
Mon Jun 16 19:18:55 2014	1402939135	0	412	412	412
Mon Jun 16 19:19:21 2014	1402939161	0	412	412	412
Mon Jun 16 19:19:01 2014	1402939141	1	412	412	411
Mon Jun 16 19:19:25 2014	1402939165	0	412	412	412
Mon Jun 16 19:19:10 2014	1402939150	0	412	413	412
Mon Jun 16 19:19:30 2014	1402939170	0	413	413	410
Mon Jun 16 19:18:55 2014	1402939135	0	413	413	405
Mon Jun 16 19:19:30 2014	1402939170	0	413	413	412
Mon Jun 16 19:19:31 2014	1402939171	0	413	413	412
Mon Jun 16 19:18:59 2014	1402939139	0	413	413	365
Mon Jun 16 19:19:09 2014	1402939149	0	413	413	412
Mon Jun 16 19:19:06 2014	1402939146	0	413	413	413
Mon Jun 16 19:18:56 2014	1402939136	0	413	413	413
Mon Jun 16 19:18:54 2014	1402939134	0	413	413	413
Mon Jun 16 19:19:31 2014	1402939171	0	413	413	294
Mon Jun 16 19:18:57 2014	1402939137	0	413	413	413
Mon Jun 16 19:19:28 2014	1402939168	0	413	413	308
Mon Jun 16 19:18:54 2014	1402939134	0	413	413	413
Mon Jun 16 19:19:11 2014	1402939151	0	413	413	413
Mon Jun 16 19:19:25 2014	1402939165	0	413	413	413
Mon Jun 16 19:19:06 2014	1402939146	0	413	413	413
Mon Jun 16 19:19:22 2014	1402939162	0	413	413	397
Mon Jun 16 19:19:27 2014	1402939167	0	413	413	413
Mon Jun 16 19:18:54 2014	1402939134	0	413	413	383
Mon Jun 16 19:19:04 2014	1402939144	0	413	413	390
Mon Jun 16 19:19:10 2014	1402939150	0	413	413	413
Mon Jun 16 19:19:18 2014	1402939158	0	413	413	413
Mon Jun 16 19:19:29 2014	1402939169	0	413	413	371
Mon Jun 16 19:19:11 2014	1402939151	0	413	413	413
Mon Jun 16 19:19:28 2014	1402939168	0	413	413	413
Mon Jun 16 19:19:22 2014	1402939162	0	413	413	413
Mon Jun 16 19:19:20 2014	1402939160	0	413	413	339
Mon Jun 16 19:19:23 2014	1402939163	0	413	413	359
Mon Jun 16 19:18:59 2014	1402939139	0	413	413	328
Mon Jun 16 19:19:13 2014	1402939153	0	413	413	352
Mon Jun 16 19:18:56 2014	1402939136	0	413	413	413
Mon Jun 16 19:19:19 2014	1402939159	0	413	413	343
Mon Jun 16 19:19:11 2014	1402939151	0	413	413	344
Mon Jun 16 19:19:29 2014	1402939169	0	413	413	302
Mon Jun 16 19:19:17 2014	1402939157	0	413	413	353
Mon Jun 16 19:18:52 2014	1402939132	8	406	413	406
Mon Jun 16 19:19:24 2014	1402939164	0	413	413	413
Mon Jun 16 19:19:14 2014	1402939154	0	413	413	413
Mon Jun 16 19:19:10 2014	1402939150	0	413	413	331
Mon Jun 16 19:18:55 2014	1402939135	0	413	413	397
Mon Jun 16 19:19:15 2014	1402939155	0	413	413	411
Mon Jun 16 19:19:07 2014	1402939147	0	413	414	413
Mon Jun 16 19:19:22 2014	1402939162	0	414	414	338
Mon Jun 16 19:19:11 2014	1402939151	0	414	414	412
Mon Jun 16 19:19:14 2014	1402939154	0	414	414	348
Mon Jun 16 19:19:18 2014	1402939158	0	414	414	413
Mon Jun 16 19:19:28 2014	1402939168	0	414	414	265
Mon Jun 16 19:19:14 2014	1402939154	0	414	414	414
Mon Jun 16 19:19:06 2014	1402939146	0	414	414	414
Mon Jun 16 19:19:16 2014	1402939156	0	414	414	391
Mon Jun 16 19:18:53 2014	1402939133	0	414	414	404
Mon Jun 16 19:19:09 2014	1402939149	0	414	414	413
Mon Jun 16 19:19:24 2014	1402939164	0	414	414	413
Mon Jun 16 19:19:23 2014	1402939163	0	414	414	355
Mon Jun 16 19:19:08 2014	1402939148	0	414	414	414
Mon Jun 16 19:19:26 2014	1402939166	0	414	414	414
Mon Jun 16 19:18:52 2014	1402939132	8	406	414	406
Mon Jun 16 19:19:30 2014	1402939170	0	414	414	414
Mon Jun 16 19:19:07 2014	1402939147	0	414	414	414
Mon Jun 16 19:19:10 2014	1402939150	0	414	414	414
Mon Jun 16 19:19:14 2014	1402939154	0	414	414	414
Mon Jun 16 19:19:01 2014	1402939141	1	413	414	413
Mon Jun 16 19:19:28 2014	1402939168	0	414	414	215
Mon Jun 16 19:18:52 2014	1402939132	8	406	414	406
Mon Jun 16 19:19:24 2014	1402939164	0	414	414	414
Mon Jun 16 19:19:09 2014	1402939149	0	414	414	414
Mon Jun 16 19:19:00 2014	1402939140	0	414	414	414
Mon Jun 16 19:19:24 2014	1402939164	0	414	415	414
Mon Jun 16 19:19:31 2014	1402939171	0	415	415	347
Mon Jun 16 19:19:12 2014	1402939152	0	415	415	414
Mon Jun 16 19:19:28 2014	1402939168	0	415	415	415
Mon Jun 16 19:18:52 2014	1402939132	9	406	415	406
Mon Jun 16 19:19:30 2014	1402939170	0	415	415	415
Mon Jun 16 19:18:53 2014	1402939133	0	415	415	385
Mon Jun 16 19:19:10 2014	1402939150	0	415	415	415
Mon Jun 16 19:19:13 2014	1402939153	0	415	415	415
Mon Jun 16 19:19:14 2014	1402939154	0	415	415	374
Mon Jun 16 19:19:32 2014	1402939172	0	415	415	415
Mon Jun 16 19:18:58 2014	1402939138	0	415	415	415
Mon Jun 16 19:18:55 2014	1402939135	0	415	415	415
Mon Jun 16 19:18:54 2014	1402939134	0	415	415	415
Mon Jun 16 19:19:25 2014	1402939165	0	415	415	415
Mon Jun 16 19:19:06 2014	1402939146	0	415	415	415
Mon Jun 16 19:19:09 2014	1402939149	0	415	415	415
Mon Jun 16 19:19:17 2014	1402939157	0	415	415	410
Mon Jun 16 19:18:55 2014	1402939135	0	415	415	401
Mon Jun 16 19:19:00 2014	1402939140	0	415	415	400
Mon Jun 16 19:19:18 2014	1402939158	0	415	415	415
Mon Jun 16 19:19:20 2014	1402939160	0	415	415	70
Mon Jun 16 19:19:08 2014	1402939148	0	415	415	415
Mon Jun 16 19:19:17 2014	1402939157	0	415	415	415
Mon Jun 16 19:19:13 2014	1402939153	0	415	415	415
Mon Jun 16 19:19:11 2014	1402939151	0	415	415	413
Mon Jun 16 19:19:14 2014	1402939154	0	415	415	415
Mon Jun 16 19:19:24 2014	1402939164	0	415	415	414
Mon Jun 16 19:19:03 2014	1402939143	0	415	415	415
Mon Jun 16 19:19:30 2014	1402939170	0	415	415	415
Mon Jun 16 19:19:02 2014	1402939142	0	415	415	415
Mon Jun 16 19:19:22 2014	1402939162	0	415	415	398
Mon Jun 16 19:18:55 2014	1402939135	0	415	415	415
Mon Jun 16 19:19:21 2014	1402939161	0	415	415	415
Mon Jun 16 19:19:10 2014	1402939150	0	415	415	415
Mon Jun 16 19:19:26 2014	1402939166	0	415	415	366
Mon Jun 16 19:19:26 2014	1402939166	0	415	415	415
Mon Jun 16 19:19:22 2014	1402939162	0	415	415	415
Mon Jun 16 19:19:31 2014	1402939171	0	415	415	415
Mon Jun 16 19:19:22 2014	1402939162	0	415	415	415
Mon Jun 16 19:19:12 2014	1402939152	0	415	415	412
Mon Jun 16 19:18:52 2014	1402939132	13	403	415	403
Mon Jun 16 19:18:54 2014	1402939134	0	415	415	385
Mon Jun 16 19:18:55 2014	1402939135	0	415	415	415
Mon Jun 16 19:19:05 2014	1402939145	0	415	416	390
Mon Jun 16 19:19:08 2014	1402939148	0	416	416	415
Mon Jun 16 19:19:31 2014	1402939171	0	416	416	415
Mon Jun 16 19:19:20 2014	1402939160	0	416	416	377
Mon Jun 16 19:19:02 2014	1402939142	0	416	416	416
Mon Jun 16 19:18:54 2014	1402939134	0	416	416	416
Mon Jun 16 19:19:10 2014	1402939150	0	416	416	416
Mon Jun 16 19:19:14 2014	1402939154	0	416	416	416
Mon Jun 16 19:18:54 2014	1402939134	0	416	416	416
Mon Jun 16 19:19:08 2014	1402939148	0	416	416	416
Mon Jun 16 19:18:53 2014	1402939133	0	416	416	381
Mon Jun 16 19:18:56 2014	1402939136	0	416	416	416
Mon Jun 16 19:19:21 2014	1402939161	0	416	416	416
Mon Jun 16 19:19:09 2014	1402939149	0	416	416	416
Mon Jun 16 19:19:15 2014	1402939155	0	416	416	416
Mon Jun 16 19:19:06 2014	1402939146	0	416	416	416
Mon Jun 16 19:19:04 2014	1402939144	0	416	416	416
Mon Jun 16 19:18:59 2014	1402939139	0	416	416	415
Mon Jun 16 19:18:55 2014	1402939135	0	416	416	414
Mon Jun 16 19:19:03 2014	1402939143	0	416	416	416
Mon Jun 16 19:19:20 2014	1402939160	0	416	416	319
Mon Jun 16 19:19:29 2014	1402939169	0	416	416	416
Mon Jun 16 19:19:03 2014	1402939143	0	416	416	416
Mon Jun 16 19:18:53 2014	1402939133	0	416	416	371
Mon Jun 16 19:19:08 2014	1402939148	0	416	416	416
Mon Jun 16 19:18:57 2014	1402939137	0	416	416	416
Mon Jun 16 19:19:13 2014	1402939153	0	416	416	416
Mon Jun 16 19:19:27 2014	1402939167	0	416	416	374
Mon Jun 16 19:19:27 2014	1402939167	0	416	416	416
Mon Jun 16 19:19:15 2014	1402939155	0	416	416	416
Mon Jun 16 19:19:30 2014	1402939170	0	416	416	416
Mon Jun 16 19:19:18 2014	1402939158	0	416	416	416
Mon Jun 16 19:18:55 2014	1402939135	0	416	416	416
Mon Jun 16 19:19:06 2014	1402939146	0	416	416	387
Mon Jun 16 19:19:21 2014	1402939161	0	416	416	416
Mon Jun 16 19:19:16 2014	1402939156	0	416	416	416
Mon Jun 16 19:18:55 2014	1402939135	0	416	416	416
Mon Jun 16 19:19:00 2014	1402939140	0	416	416	416
Mon Jun 16 19:19:25 2014	1402939165	0	416	416	416
Mon Jun 16 19:19:24 2014	1402939164	0	416	416	416
Mon Jun 16 19:19:23 2014	1402939163	0	416	416	416
Mon Jun 16 19:19:10 2014	1402939150	0	416	416	398
Mon Jun 16 19:19:00 2014	1402939140	0	416	416	416
Mon Jun 16 19:18:52 2014	1402939132	13	404	417	404
Mon Jun 16 19:19:03 2014	1402939143	0	417	417	416
Mon Jun 16 19:18:58 2014	1402939138	0	417	417	403
Mon Jun 16 19:18:55 2014	1402939135	0	417	417	417
Mon Jun 16 19:19:30 2014	1402939170	0	417	417	417
Mon Jun 16 19:19:08 2014	1402939148	0	417	417	417
Mon Jun 16 19:18:53 2014	1402939133	0	417	417	403
Mon Jun 16 19:19:15 2014	1402939155	0	417	417	417
